sentiment,headline
neutral,"POYRY PLC Additional information by : Martin Kuzaj , President , Industry Business Group , Finland Tel. +358 10 33 21179 Sanna Paivaniemi , Director , Investor Relations , Poyry PLC , Finland Tel. +358 10 33 23002 Poyry is a global consulting and engineering company dedicated to balanced sustainability ."
neutral,"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking ."
neutral,Satama and Trainers ' House will remain as names and independent brands of the business areas .
neutral,"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa ."
positive,"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs ."
neutral,Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .
positive,"Tekla Structures BIM Building Information Modeling software is being developed according to a long-term plan of improved user experience , process , and functionality ."
positive,TeliaSonera is the leading telecommunications company in the Nordic and Baltic regions .
neutral,"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company ."
neutral,"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module ."
neutral,The aim of the bridge solutions chosen is to minimize construction times while ensuring that traffic beneath the bridge on the Saimaa canal continues undisturbed .
neutral,The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws .
neutral,The company admits that 36 months is a relatively short time when operating in Russia .
neutral,The company has a wide selection of metal products and services .
neutral,"The company is in charge of all natural gas storage activities in France , Great Britain , and Germany ."
neutral,The cooperation with airBaltic is expected to lead to the transfer of Finncomm to the ownership of airBaltic in time .
neutral,The Court 's decision will also promote genuine competition in services
neutral,"The Daily Graphic newspaper , in October , reported an initiative being embarked upon by the Fidelity Bank to partner Ghana Post , which has offices across the country , to offer financial services to the unbanked and under-banked in the country ."
neutral,"The device can also be used for theft protection and positioning of vehicles , boats and other assets ."
neutral,"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+Æskyl+Æ , Oulu and Vaasa , and to polytechnics to be announced later ."
neutral,"The Estonian beverages maker A. Le Coq today brought to the market a new premium class beer , A. Le Coq Special , investing 6 million kroons EUR 383,000 into its development and planning to sell three million liters of the beer during the next year ."
neutral,The first phase will be completed by the end of 2012 .
neutral,"The guidance has been set at 90 basis points over mid-swaps , the report said ."
neutral,The invention carries International Patent Publication No. .
neutral,"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen ."
neutral,"The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam ."
neutral,"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta ."
neutral,The issuer is solely responsible for the content of this announcement .
neutral,The issuer is solely responsible for the content of this announcement .
neutral,"The market making in accordance with the agreement will begin on September 24 , 2009 ."
neutral,"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor ."
neutral,The ore body is sufficient to support anticipated production for at least 46 years .
neutral,The original patent was filed in Finland under application No. .
neutral,"The relocation of Ragot has already started and will be completed in the next few weeks , with the Waterqueen and Tortue moves planned for mid-2008 and VMC Europe during the third quarter of 2008 ."
positive,"The report provides a comprehensive insight into the company , including business structure and operations , executive biographies and key competitors ."
neutral,"The rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364,000 Componenta Corporation shares including also the proportion to be paid in cash ."
neutral,The right margin will be viewed separately in detail with every customer .
neutral,The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .
positive,"The services also give the supplier opportunity to key-in invoices , receive orders electronically , to send order confirmations and to upload and create electronic catalogues ."
neutral,The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI .
neutral,"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million ."
neutral,"The value of the deal exceeds EUR500 ,000 , the company said ."
neutral,"This implementation will upgrade the existing system , enabling voicemail and video mail to be housed on the same platform ."
positive,This is the second successful effort for the financial investor this year .
neutral,Travel expenses would be reimbursed in accordance with the travel policy of the company .
neutral,Welcome !
neutral,Wellness services will be important in the future .
neutral,"You need to be ready when the window opens up , Rosberg said ."
